4,1.000 ,29.311
5,1.000 ,29.544
6,0.967 ,29.703
7,0.967 ,29.68
8,0.833 ,29.64
9,0.967 ,28.691
10,1.000 ,28.493
11,0.967 ,29.152
12,0.967 ,28.804
13,1.000 ,28.653
14,1.000 ,29.381
